,cost,distance,dropoff_datetime,dropoff_latitude,dropoff_longitude,passengers,pickup_datetime,pickup_latitude,pickup_longitude,store_forward,vendor
13,9.5,2.0,2016-01-14 20:26:58,40.78779602050781,-73.95561218261719,1,2016-01-14 20:17:20,40.80733871459961,-73.96453094482422,N,1
14,7.5,1.54,2016-01-17 20:46:11,40.76130676269531,-73.8807601928711,1,2016-01-17 20:38:08,40.750484466552734,-73.88248443603516,N,2
15,6.0,1.24,2016-01-10 01:25:03,40.72980117797852,-73.9117202758789,1,2016-01-10 01:20:28,40.7398796081543,-73.92410278320312,N,2
16,5.0,0.75,2016-01-09 17:01:04,40.71107864379883,-73.96553039550781,1,2016-01-09 16:56:54,40.71691131591797,-73.95661163330078,N,2
17,9.0,2.2,2016-01-08 21:05:34,40.747501373291016,-73.9442138671875,1,2016-01-08 20:56:41,40.773414611816406,-73.92512512207031,N,1
18,25.5,7.0,2016-01-02 16:20:21,40.752384185791016,-73.97544860839844,2,2016-01-02 15:49:53,40.79001235961914,-73.94800567626953,N,1
19,17.5,5.1,2016-01-15 04:41:06,40.66606140136719,-73.87281036376953,1,2016-01-15 04:23:43,40.660118103027344,-73.95987701416016,N,2
20,52.0,18.51,2016-01-21 10:46:36,40.64547729492188,-73.77632141113281,1,2016-01-21 10:18:02,40.78546905517578,-73.94915771484375,N,2
21,6.0,1.1,2016-01-30 12:51:11,40.74262619018555,-73.9033203125,1,2016-01-30 12:45:11,40.74707412719727,-73.88922119140625,N,1
22,5.0,0.63,2016-01-23 03:56:36,40.74533081054688,-73.88086700439453,2,2016-01-23 03:51:20,40.74678421020508,-73.89102935791016,N,2
23,14.5,3.28,2016-01-10 20:49:16,40.752708435058594,-73.9351806640625,1,2016-01-10 20:32:15,40.747703552246094,-73.88433074951172,N,2
24,16.0,2.51,2016-01-30 20:50:25,40.75114440917969,-73.87213897705078,3,2016-01-30 20:27:03,40.748321533203125,-73.87657165527344,N,2
25,9.0,2.04,2016-01-03 15:26:27,40.71920394897461,-73.84219360351562,1,2016-01-03 15:16:58,40.73382186889648,-73.86207580566406,N,2
26,13.5,3.42,2016-01-27 21:24:00,40.82627868652344,-73.90558624267578,1,2016-01-27 21:09:20,40.79081344604492,-73.93920135498047,N,2
27,27.0,6.57,2016-01-27 07:06:28,40.75715255737305,-73.93574523925781,1,2016-01-27 06:31:55,40.68547821044922,-73.9471435546875,N,2
28,21.5,7.4,2016-01-20 23:51:46,40.65130615234375,-73.97982025146484,1,2016-01-20 23:40:11,40.71403503417969,-73.9559097290039,N,1
29,13.0,2.78,2016-01-07 10:26:26,40.78090286254883,-73.9569320678711,2,2016-01-07 10:10:37,40.8086166381836,-73.96597290039062,N,2
30,6.5,1.6,2016-01-02 20:54:30,40.80547332763672,-73.94995880126953,1,2016-01-02 20:49:50,40.7885856628418,-73.95325469970703,N,2
31,9.5,1.78,2016-01-09 21:47:44,40.67889404296875,-73.98686981201172,1,2016-01-09 21:36:48,40.66327667236328,-73.98467254638672,N,2
32,6.0,0.97,2016-01-22 19:03:36,40.7948112487793,-73.94450378417969,1,2016-01-22 18:57:36,40.79841613769531,-73.95282745361328,N,2
33,7.0,1.5,2016-01-07 12:15:22,40.595401763916016,-73.93515014648438,1,2016-01-07 12:07:55,40.5871696472168,-73.95414733886719,N,1
34,8.0,1.5,2016-01-01 00:52:15,40.80854797363281,-73.95130920410156,1,2016-01-01 00:43:15,40.82195663452149,-73.93572998046875,N,1
35,8.5,1.29,2016-01-02 23:56:41,40.76032257080078,-73.92195892333984,1,2016-01-02 23:45:50,40.77446746826172,-73.91263580322266,N,2
36,13.5,2.7,2016-01-27 20:01:47,40.70232009887695,-73.8763427734375,1,2016-01-27 19:44:28,40.73504638671875,-73.87421417236328,N,1
37,4.5,0.55,2016-01-25 20:04:15,40.756343841552734,-73.92115020751953,1,2016-01-25 20:00:05,40.763816833496094,-73.91510009765625,N,2
38,7.0,1.32,2016-01-08 20:30:59,40.76045608520508,-73.91443634033203,1,2016-01-08 20:22:11,40.773921966552734,-73.90750885009766,N,2
39,4.0,0.62,2016-01-08 19:55:07,40.73464584350586,-73.95500946044922,1,2016-01-08 19:51:38,40.730377197265625,-73.95433807373047,N,2
40,7.5,1.17,2016-01-01 22:31:07,40.720947265625,-73.9571304321289,1,2016-01-01 22:21:13,40.7159538269043,-73.95972442626953,N,2
41,8.5,2.08,2016-01-12 19:55:05,40.69848251342773,-73.94133758544922,3,2016-01-12 19:48:41,40.69636154174805,-73.97664642333984,N,2
42,11.0,2.7,2016-01-29 11:18:10,40.8260612487793,-73.94969940185547,1,2016-01-29 11:06:29,40.85089874267578,-73.93203735351562,N,1
43,10.0,2.25,2016-01-22 17:46:59,40.84292984008789,-73.88619995117188,1,2016-01-22 17:32:40,40.866580963134766,-73.89421844482422,N,2
44,18.5,5.11,2016-01-04 11:13:06,40.71327209472656,-73.8288345336914,1,2016-01-04 10:54:22,40.745792388916016,-73.90695190429688,N,2
45,5.0,0.78,2016-01-07 16:51:46,40.74251937866211,-73.89563751220703,1,2016-01-07 16:46:50,40.74700927734375,-73.8900146484375,N,2
46,26.0,6.13,2016-01-29 19:56:37,40.697532653808594,-73.83353424072266,1,2016-01-29 19:19:56,40.74663925170898,-73.89350128173828,N,2
47,20.0,5.77,2016-01-01 01:04:03,40.84245681762695,-73.89451599121094,3,2016-01-01 00:43:18,40.79650115966797,-73.93875885009766,N,2
48,4.0,0.67,2016-01-22 09:06:16,40.719520568847656,-73.84514617919922,1,2016-01-22 09:04:09,40.71083831787109,-73.85063171386719,N,2
49,7.5,1.59,2016-01-04 22:53:04,40.83454132080078,-73.92536163330078,1,2016-01-04 22:45:57,40.82031631469727,-73.93618774414062,N,2
50,17.5,4.2,2016-01-22 20:32:56,40.71489715576172,-73.95184326171875,2,2016-01-22 20:13:12,40.743160247802734,-73.91714477539062,N,1
51,12.0,3.2,2016-01-27 03:38:12,40.71122360229492,-74.00548553466797,1,2016-01-27 03:27:16,40.69356155395508,-73.96611785888672,N,2
52,5.0,0.79,2016-01-20 22:30:17,40.705596923828125,-73.94295501708984,1,2016-01-20 22:26:07,40.71139144897461,-73.94733428955078,N,2
53,5.0,0.91,2016-01-13 01:37:01,40.73667526245117,-73.95523834228516,1,2016-01-13 01:33:27,40.72408676147461,-73.95095825195312,N,2
54,8.0,1.28,2016-01-12 10:32:25,40.79517364501953,-73.96593475341797,5,2016-01-12 10:22:59,40.79656219482422,-73.94917297363281,N,2
55,15.5,3.91,2016-01-19 18:37:33,40.68461227416992,-73.79993438720703,1,2016-01-19 18:17:50,40.72153091430664,-73.84427642822266,N,2
56,20.0,6.58,2016-01-29 23:48:29,40.753814697265625,-73.83277893066406,1,2016-01-29 23:32:57,40.74335479736328,-73.92225646972656,N,2
57,6.5,1.5,2016-01-10 22:44:31,40.72232437133789,-73.94673919677734,1,2016-01-10 22:39:54,40.7430305480957,-73.95148468017578,N,2
58,4.5,0.47,2016-01-12 09:36:28,40.793548583984375,-73.94942474365234,1,2016-01-12 09:32:08,40.79807662963867,-73.95209503173828,N,2
59,22.0,6.21,2016-01-01 01:08:08,40.678035736083984,-74.00169372558594,1,2016-01-01 00:42:24,40.69097137451172,-73.92894744873047,N,2
60,13.5,2.9,2016-01-19 20:31:15,40.66389846801758,-73.91075134277344,1,2016-01-19 20:09:26,40.653587341308594,-73.87206268310547,N,1
61,13.0,2.5,2016-01-20 14:28:23,40.693115234375,-73.96943664550781,3,2016-01-20 14:11:01,40.69547271728516,-73.96930694580078,N,1
62,10.0,0.12,2016-01-13 23:56:37,40.851318359375,-73.9172592163086,1,2016-01-13 23:56:33,40.85008239746094,-73.91903686523438,N,2
63,10.5,2.1,2016-01-22 10:37:50,40.71891021728516,-73.84168243408203,1,2016-01-22 10:25:43,40.74604034423828,-73.8563461303711,N,2
64,5.0,0.71,2016-01-14 21:44:33,40.71687698364258,-73.94313049316406,5,2016-01-14 21:40:29,40.71492385864258,-73.95166778564453,N,2
65,4.0,0.7,2016-01-19 20:35:38,40.78734588623047,-73.9561538696289,1,2016-01-19 20:33:44,40.79612350463867,-73.94973754882812,N,1
66,5.5,1.13,2016-01-21 09:02:28,40.77295684814453,-73.8966064453125,1,2016-01-21 08:58:12,40.77537536621094,-73.91207885742188,N,2
67,12.5,2.99,2016-01-19 17:29:11,40.77376556396485,-73.98760986328125,1,2016-01-19 17:13:28,40.787071228027344,-73.95365142822266,N,2
68,4.5,0.8,2016-01-02 02:24:12,40.667236328125,-73.98150634765625,1,2016-01-02 02:21:45,40.6763801574707,-73.98068237304688,Y,1
69,10.0,1.98,2016-01-27 19:35:27,40.78263092041016,-73.98088073730469,1,2016-01-27 19:24:26,40.80796813964844,-73.96411895751953,N,2
70,26.0,8.72,2016-01-03 20:46:12,40.7095947265625,-73.96366119384766,1,2016-01-03 20:25:35,40.78976440429688,-73.9544448852539,N,2
71,11.0,2.85,2016-01-22 16:42:07,40.66718673706055,-73.79900360107422,1,2016-01-22 16:31:31,40.70096969604492,-73.80670166015625,N,2
72,16.5,3.8,2016-01-03 02:13:49,40.7219123840332,-73.85304260253906,1,2016-01-03 01:53:31,40.74531555175781,-73.90458679199219,Y,1
73,11.5,2.74,2016-01-12 14:30:42,40.75398254394531,-73.8869857788086,6,2016-01-12 14:18:33,40.76826858520508,-73.92434692382812,N,2
74,26.5,7.58,2016-01-22 19:15:00,40.76847839355469,-73.98658752441406,1,2016-01-22 18:49:23,40.855953216552734,-73.93301391601562,N,2
75,15.0,3.44,2016-01-08 09:46:23,40.71623611450195,-74.00267028808594,1,2016-01-08 09:27:16,40.687767028808594,-73.9801254272461,N,2
76,30.5,9.43,2016-01-09 05:13:44,40.64177322387695,-73.96357727050781,1,2016-01-09 04:48:19,40.72163009643555,-73.95817565917969,N,2
77,6.0,1.2,2016-01-27 22:44:55,40.74533462524414,-73.921142578125,5,2016-01-27 22:39:28,40.74586868286133,-73.9033432006836,N,2
78,5.0,0.85,2016-01-26 16:38:04,40.67416763305664,-73.9725341796875,1,2016-01-26 16:34:07,40.6822624206543,-73.97655487060547,N,2
79,10.0,1.48,2016-01-26 10:49:56,40.810638427734375,-73.96231842041016,1,2016-01-26 10:36:18,40.7971305847168,-73.94928741455078,N,2
80,5.0,0.7,2016-01-12 17:48:54,40.58353805541992,-73.95709991455078,1,2016-01-12 17:43:41,40.58731842041016,-73.9538803100586,N,1
81,8.5,1.56,2016-01-02 14:02:58,40.81476211547852,-73.94412994384766,5,2016-01-02 13:53:52,40.798736572265625,-73.94174194335938,N,2
82,6.5,1.1,2016-01-29 19:41:42,40.696136474609375,-73.99620819091797,1,2016-01-29 19:34:40,40.69140625,-73.98994445800781,N,2
83,10.5,1.77,2016-01-11 22:31:22,40.752098083496094,-73.90349578857422,2,2016-01-11 22:17:53,40.74659729003906,-73.89142608642578,N,2
84,3.0,0.1,2016-01-24 23:51:02,40.76585006713867,-73.91929626464844,1,2016-01-24 23:49:56,40.76680374145508,-73.92121124267578,N,1
85,7.0,1.52,2016-01-08 19:49:00,40.692081451416016,-73.94278717041016,5,2016-01-08 19:41:54,40.69327545166016,-73.96586608886719,N,2
86,17.0,3.58,2016-01-14 08:02:21,40.69590377807617,-73.97478485107422,1,2016-01-14 07:38:49,40.69343185424805,-73.97615814208984,N,2
87,5.0,0.63,2016-01-05 13:03:48,40.71248626708984,-73.96235656738281,2,2016-01-05 12:59:14,40.71892547607422,-73.96112823486328,N,2
88,5.5,0.5,2016-01-28 14:09:43,40.83217239379883,-73.9427261352539,2,2016-01-28 14:03:49,40.83660507202149,-73.9429702758789,N,1
89,17.0,3.64,2016-01-03 03:12:38,40.71644973754883,-73.95936584472656,1,2016-01-03 02:49:51,40.71474075317383,-73.9432144165039,N,2
90,10.0,2.07,2016-01-07 17:58:12,40.78304672241211,-73.98027038574219,1,2016-01-07 17:47:25,40.80609130859375,-73.96153259277344,N,2
91,28.5,9.52,2016-01-10 05:53:41,40.70486831665039,-73.94446563720703,1,2016-01-10 05:29:22,40.75805282592773,-73.91970825195312,N,2
92,16.0,3.84,2016-01-29 13:15:58,40.67288589477539,-73.83352661132812,1,2016-01-29 12:56:47,40.70585632324219,-73.80976104736328,N,2
93,62.5,10.56,2016-01-28 17:44:46,40.67996597290039,-73.94194793701172,1,2016-01-28 16:07:00,40.57874298095703,-74.00019073486328,N,2
94,7.0,0.74,2016-01-27 14:35:14,40.68610763549805,-73.9825439453125,1,2016-01-27 14:25:54,40.6939582824707,-73.98727416992188,N,2
95,5.5,1.11,2016-01-05 09:12:01,40.72325134277344,-73.85798645019531,1,2016-01-05 09:07:16,40.71962356567383,-73.83930206298828,N,2
96,8.0,1.3,2016-01-04 14:54:56,40.7498893737793,-73.86295318603516,1,2016-01-04 14:45:13,40.76245880126953,-73.87525177001953,N,1
97,9.5,1.84,2016-01-21 11:33:32,40.8045654296875,-73.95526123046875,1,2016-01-21 11:21:52,40.787353515625,-73.94157409667969,N,2
98,10.5,2.0,2016-01-15 12:12:58,40.80645751953125,-73.965087890625,1,2016-01-15 12:00:27,40.79084014892578,-73.95394134521484,N,2
99,10.5,2.3,2016-01-14 21:32:04,40.72085189819336,-73.90293884277344,1,2016-01-14 21:20:28,40.74813461303711,-73.89490509033203,N,1
100,9.0,2.17,2016-01-09 22:53:26,40.83302307128906,-73.94070434570312,1,2016-01-09 22:44:57,40.80450820922852,-73.95557403564453,N,2
101,8.0,1.27,2016-01-25 08:49:13,40.701541900634766,-73.986572265625,1,2016-01-25 08:39:29,40.69420623779297,-73.97002410888672,N,2
102,9.0,1.64,2016-01-15 07:33:39,40.72664642333984,-73.8954849243164,1,2016-01-15 07:23:50,40.74602127075195,-73.90108489990234,N,2
103,6.0,0.71,2016-01-25 16:37:40,40.81467056274414,-73.94585418701172,1,2016-01-25 16:30:47,40.82119369506836,-73.94625854492188,N,2
104,7.0,0.9,2016-01-29 14:41:07,40.78741455078125,-73.9425277709961,1,2016-01-29 14:31:59,40.788482666015625,-73.95340728759766,N,1
105,5.5,0.7,2016-01-06 16:56:50,40.81073760986328,-73.94322204589844,1,2016-01-06 16:52:06,40.80093383789063,-73.9469223022461,N,2
106,7.5,1.49,2016-01-29 00:00:24,40.85753631591797,-73.88282775878906,1,2016-01-28 23:52:50,40.8401985168457,-73.87962341308594,N,2
107,10.0,1.64,2016-01-24 11:34:21,40.79509353637695,-73.96598052978516,1,2016-01-24 11:20:43,40.81061172485352,-73.95276641845703,N,2
108,17.0,2.63,2016-01-26 20:02:47,40.761962890625,-73.96334075927734,1,2016-01-26 19:37:20,40.78990936279297,-73.9522705078125,N,2
109,27.0,7.32,2016-01-29 15:58:31,40.702674865722656,-73.92926025390625,1,2016-01-29 15:26:50,40.71985626220703,-73.83975982666016,N,2
110,10.0,2.8,2016-01-18 08:33:24,40.80207824707031,-73.96550750732422,1,2016-01-18 08:25:51,40.83339309692383,-73.9455337524414,N,1
111,6.0,1.0,2016-01-15 18:20:32,40.72618865966797,-73.9389419555664,2,2016-01-15 18:14:28,40.71902084350586,-73.94513702392578,N,1
112,4.0,0.51,2016-01-17 09:02:31,40.80399703979492,-73.94810485839844,1,2016-01-17 09:00:33,40.798622131347656,-73.94141387939453,N,2
113,18.0,4.26,2016-01-19 12:42:36,40.68825149536133,-73.93274688720703,1,2016-01-19 12:18:58,40.66944885253906,-73.97953033447266,N,2
114,4.5,0.54,2016-01-14 17:41:33,40.83845520019531,-73.91320037841797,1,2016-01-14 17:38:02,40.832481384277344,-73.9193344116211,N,2
115,3.0,0.25,2016-01-01 00:13:21,40.74734115600586,-73.87454986572266,1,2016-01-01 00:11:10,40.74905014038086,-73.87283325195312,N,2
116,7.0,1.3,2016-01-15 00:56:41,40.66849136352539,-73.9869613647461,1,2016-01-15 00:50:15,40.68387222290039,-73.97881317138672,N,2
117,11.5,1.87,2016-01-22 12:59:00,40.68202590942383,-73.96453857421875,1,2016-01-22 12:42:44,40.67545318603516,-73.98859405517578,N,2
118,16.0,3.99,2016-01-01 19:32:23,40.73214340209961,-73.99588012695312,1,2016-01-01 19:14:23,40.68659210205078,-73.9905014038086,N,2
119,11.5,2.25,2016-01-02 17:14:02,40.677040100097656,-74.01536560058594,5,2016-01-02 16:59:32,40.67918014526367,-73.9956283569336,N,2
120,5.0,0.76,2016-01-12 17:38:35,40.6628532409668,-73.94196319580078,2,2016-01-12 17:34:31,40.65568542480469,-73.94686126708984,N,2
121,33.0,8.43,2016-01-28 15:28:30,40.85220336914063,-73.83924102783203,1,2016-01-28 14:48:18,40.80768203735352,-73.92692565917969,N,2
122,6.0,0.87,2016-01-08 17:53:09,40.81657028198242,-73.92312622070312,1,2016-01-08 17:47:10,40.80763626098633,-73.91930389404297,N,2
123,18.5,3.45,2016-01-30 12:40:48,40.71831893920898,-73.99103546142578,5,2016-01-30 12:12:57,40.72777557373047,-73.95890045166016,N,2
124,3.5,0.47,2016-01-30 00:45:14,40.674346923828125,-73.95365905761719,1,2016-01-30 00:43:00,40.67085647583008,-73.95785522460938,N,2
125,8.5,2.01,2016-01-06 14:13:52,40.7264404296875,-73.8935546875,1,2016-01-06 14:07:05,40.7337760925293,-73.86914825439453,N,2
126,19.0,5.3,2016-01-13 09:00:42,40.78338623046875,-73.98271942138672,1,2016-01-13 08:40:48,40.84199142456055,-73.94222259521484,N,2
127,19.5,3.2,2016-01-29 14:51:04,40.68922424316406,-73.9444351196289,1,2016-01-29 14:20:07,40.71719741821289,-73.95845794677734,N,1
128,12.0,3.35,2016-01-02 02:48:42,40.825931549072266,-73.94100189208984,5,2016-01-02 02:37:32,40.79338836669922,-73.9404296875,N,2
129,28.5,9.65,2016-01-10 01:19:40,40.71333312988281,-73.99060821533203,1,2016-01-10 01:01:28,40.81442642211914,-73.9444580078125,N,2
130,13.5,2.87,2016-01-11 15:00:23,40.8046760559082,-73.9415054321289,1,2016-01-11 14:41:58,40.79636764526367,-73.93830108642578,N,2
131,3.0,0.29,2016-01-25 19:50:19,40.81575012207031,-73.93682861328125,1,2016-01-25 19:48:48,40.81467819213867,-73.94036102294922,N,2
132,18.0,4.36,2016-01-17 05:04:44,40.7619743347168,-73.9221420288086,1,2016-01-17 04:44:03,40.722286224365234,-73.95752716064453,N,2
133,7.0,0.9,2016-01-18 03:34:07,40.75749969482422,-73.88288116455078,1,2016-01-18 03:26:21,40.74760055541992,-73.8834228515625,N,1
134,27.0,8.3,2016-01-06 18:02:21,40.7518424987793,-73.98052215576172,1,2016-01-06 17:34:45,40.8407096862793,-73.94022369384766,N,1
135,4.5,0.53,2016-01-20 00:32:49,40.808555603027344,-73.95965576171875,1,2016-01-20 00:29:43,40.804805755615234,-73.96602630615234,N,2
136,5.5,1.04,2016-01-23 00:28:02,40.702125549316406,-73.84022521972656,1,2016-01-23 00:23:44,40.71358871459961,-73.83036804199219,N,2
137,5.0,0.78,2016-01-02 18:49:02,40.81573486328125,-73.93871307373047,1,2016-01-02 18:44:56,40.80586624145508,-73.9405288696289,N,2
138,6.0,0.94,2016-01-28 23:20:07,40.75669479370117,-73.944580078125,1,2016-01-28 23:14:00,40.755165100097656,-73.93094635009766,N,2
139,17.5,5.01,2016-01-23 00:01:04,40.79055404663086,-73.9655532836914,1,2016-01-22 23:46:07,40.840599060058594,-73.9403305053711,N,2
140,9.0,1.89,2016-01-22 22:06:48,40.8127555847168,-73.90312194824219,1,2016-01-22 21:57:32,40.82059097290039,-73.9366455078125,N,2
141,31.5,4.44,2016-01-25 15:46:03,40.76104736328125,-73.83248138427734,1,2016-01-25 14:51:20,40.746429443359375,-73.89085388183594,N,2
142,9.0,1.83,2016-01-16 08:40:35,40.68519592285156,-73.92320251464844,1,2016-01-15 09:18:27,40.699462890625,-73.94149017333984,N,2
143,7.5,1.69,2016-01-10 18:17:55,40.80209732055664,-73.95336151123047,1,2016-01-10 18:11:09,40.825103759765625,-73.94775390625,N,2
144,20.0,6.15,2016-01-09 22:56:06,40.72557830810547,-73.86329650878906,1,2016-01-09 22:39:18,40.71932601928711,-73.95821380615234,N,2
145,8.5,1.98,2016-01-17 00:06:44,40.69057083129883,-73.95832824707031,1,2016-01-16 23:58:34,40.66559219360352,-73.9540023803711,N,2
146,10.5,2.16,2016-01-15 17:49:20,40.8256721496582,-73.95269775390625,1,2016-01-15 17:36:24,40.80259323120117,-73.95501708984375,N,2
147,27.0,6.67,2016-01-12 15:24:29,40.76501083374024,-73.96125793457031,1,2016-01-12 14:50:02,40.73052597045898,-73.86172485351562,N,2
148,26.5,8.4,2016-01-03 14:37:53,40.65576171875,-74.0086441040039,1,2016-01-03 14:15:31,40.679954528808594,-73.94078063964844,N,1
149,15.5,3.8,2016-01-26 15:16:33,40.74937057495117,-73.97476959228516,1,2016-01-26 14:59:05,40.720191955566406,-73.95976257324219,N,1
150,6.0,1.18,2016-01-13 12:26:59,40.7902946472168,-73.9458999633789,1,2016-01-13 12:20:42,40.80338668823242,-73.94879913330078,N,2
151,5.0,0.65,2016-01-29 20:46:50,40.70729064941406,-73.83638763427734,1,2016-01-29 20:41:45,40.71354293823242,-73.83032989501953,N,2
152,6.5,0.85,2016-01-21 18:34:32,40.759033203125,-73.88695526123047,1,2016-01-21 18:26:39,40.74761581420898,-73.88542938232422,N,2
153,24.0,7.79,2016-01-29 12:37:24,40.77418899536133,-73.87345123291016,3,2016-01-29 12:19:12,40.7467041015625,-73.94393920898438,N,2
154,16.0,4.01,2016-01-23 02:52:25,40.77719879150391,-73.90074920654297,2,2016-01-23 02:30:47,40.749168395996094,-73.86941528320312,N,2
155,15.0,3.37,2016-01-16 18:22:28,40.70053482055664,-73.919189453125,2,2016-01-16 18:02:30,40.718841552734375,-73.95452880859375,N,2
156,5.0,0.65,2016-01-15 23:25:56,40.68000411987305,-73.94308471679688,1,2016-01-15 23:22:06,40.68106842041016,-73.95547485351562,N,2
157,6.5,0.79,2016-01-25 16:08:58,40.7598762512207,-73.91830444335938,1,2016-01-25 16:01:09,40.76833724975586,-73.92448425292969,N,2
158,9.5,1.84,2016-01-07 13:48:34,40.80929183959961,-73.94891357421875,1,2016-01-07 13:38:19,40.82887268066406,-73.94859313964844,N,2
159,10.0,2.68,2016-01-30 00:16:43,40.77152633666992,-73.9566879272461,1,2016-01-30 00:07:24,40.8050651550293,-73.93907165527344,N,2
160,20.5,5.94,2016-01-02 19:20:02,40.72578430175781,-73.98403930664062,1,2016-01-02 18:55:02,40.75879669189453,-73.91870880126953,N,2
161,6.5,0.85,2016-01-02 21:57:36,40.71383285522461,-73.96178436279297,1,2016-01-02 21:50:08,40.71709442138672,-73.95004272460938,N,2
162,12.0,2.85,2016-01-09 07:03:23,40.80099868774414,-73.93718719482422,1,2016-01-09 06:51:04,40.81903076171875,-73.91654968261719,N,2
163,6.0,1.03,2016-01-17 10:29:49,40.80495071411133,-73.93914031982422,1,2016-01-17 10:23:33,40.80585861206055,-73.9544448852539,N,2
164,5.5,0.7,2016-01-25 10:06:47,40.85299682617188,-73.93266296386719,1,2016-01-25 10:01:04,40.84468460083008,-73.93885803222656,N,1
165,6.0,1.0,2016-01-21 19:46:02,40.681678771972656,-73.98979949951172,1,2016-01-21 19:39:54,40.69038772583008,-73.99439239501953,N,1
166,6.5,1.1,2016-01-05 21:47:13,40.80686569213867,-73.94122314453125,1,2016-01-05 21:40:29,40.80596923828125,-73.95428466796875,N,1
167,7.5,1.53,2016-01-09 10:46:14,40.71526336669922,-73.96022033691406,1,2016-01-09 10:39:07,40.73357772827149,-73.95491027832031,N,2
168,22.0,6.8,2016-01-24 13:09:14,40.77011489868164,-73.98048400878906,1,2016-01-24 12:49:56,40.85100555419922,-73.93853759765625,N,1
169,5.5,0.9,2016-01-13 20:39:59,40.70497894287109,-73.80122375488281,1,2016-01-13 20:35:00,40.70045471191406,-73.80777740478516,N,1
170,4.5,0.47,2016-01-13 17:37:33,40.82022476196289,-73.95539855957031,1,2016-01-13 17:33:40,40.8260498046875,-73.95092010498047,N,2
171,20.0,0.12,2016-01-01 03:36:48,40.71482849121094,-73.95674896240234,1,2016-01-01 03:36:43,40.71610641479492,-73.95541381835938,N,2
172,12.0,2.9,2016-01-01 00:50:32,40.69734191894531,-73.93603515625,1,2016-01-01 00:36:39,40.6775016784668,-73.9591293334961,N,1
173,8.0,2.41,2016-01-10 22:55:53,40.83837890625,-73.91685485839844,1,2016-01-10 22:44:29,40.82335662841797,-73.91629791259766,N,2
174,26.5,7.97,2016-01-09 22:45:16,40.6877555847168,-73.95014190673828,1,2016-01-09 22:21:40,40.75307083129883,-73.91173553466797,N,2
175,31.0,9.9,2016-01-05 15:14:47,40.75252914428711,-73.97840881347656,2,2016-01-05 14:48:58,40.865264892578125,-73.93091583251953,N,1
176,7.0,1.2,2016-01-06 19:55:55,40.73931121826172,-73.88948059082031,2,2016-01-06 19:48:43,40.73432159423828,-73.8690185546875,N,1
177,4.5,0.6,2016-01-05 08:07:53,40.814430236816406,-73.94041442871094,1,2016-01-05 08:04:07,40.81041717529297,-73.94691467285156,N,1
178,6.5,0.75,2016-01-05 18:19:52,40.7177963256836,-73.83406829833984,1,2016-01-05 18:11:36,40.71950912475586,-73.84518432617188,N,2
179,13.5,2.79,2016-01-11 12:46:38,40.74496841430664,-73.93512725830078,6,2016-01-11 12:29:05,40.74766159057617,-73.8836669921875,N,2
180,6.5,1.47,2016-01-13 23:46:26,40.67681121826172,-73.94889831542969,1,2016-01-13 23:40:34,40.68599319458008,-73.9332504272461,N,2
181,5.0,0.77,2016-01-01 01:55:30,40.75303649902344,-73.90633392333984,1,2016-01-01 01:50:45,40.745723724365234,-73.9033432006836,N,2
